sentence,brand_name,info,index,content,total,thank_you
84.00 8400 SR,0,0,0,1,0,0
‘BBO TALAPIA.,0,0,0,1,0,0
36.00 3900 SR,0,0,0,1,0,0
SOTONG STEAM LIME SAUCE,0,0,0,1,0,0
"€ựpạo, 15.00 800 SR",0,0,0,1,0,0
KACANS BOTOL B.PUTIH (B),0,0,0,1,0,0
T2B 1200 12.00 SR,0,0,0,1,0,0
TELUR. GORENG BAWANG (8),0,0,0,1,0,0
36.00 2800 SR,0,0,0,1,0,0
"BUTTER PRAWN (13),",0,0,0,1,0,0
SUBTOTAL: 371.00,0,0,0,0,1,0
NẸT SAILIS  : 371.00,0,0,0,0,1,0
"§SERVICE CHARGE 5X : 18,58",0,0,0,0,1,0
ST 0M CC 04 ag,0,0,0,0,1,0
Total 412.92,0,0,0,0,1,0
"Rounding Adj. : 0.02,",0,0,0,0,1,0
GRAND TOTAL: 412.80,0,0,0,0,1,0
VISA 412.90,0,0,0,0,1,0
GST CODE & %: Amount (RM): Tax (RM):,0,0,1,0,0,0
S6955 23.37,0,0,0,0,1,0
ZRL 0% A00 000,0,0,0,1,0,0
Thank You!,0,0,0,0,0,1
HĐ;BH:20141017.006 HĐB;18.20141016.0001,0,1,0,0,0,0
PHIẾU THANH TOÁN.,0,1,0,0,0,0
Stt Sản phầm. SL Digia T.tien,0,0,1,0,0,0
"Chanh tươi 1 80,000. 80,600",0,0,0,1,0,0
"Chivas 38 6 26,900,000 161,400,000",0,0,0,0,1,0
"Hoa qua dic biét 2 $00,000 1,999,009.",0,0,0,1,0,0
"Lavie: 22 65,000: 1,430,000.",0,0,0,1,0,0
"Shisha vip, 2 500,000 1,000,000",0,0,0,1,0,0
"Coke 4 65,000 260,000:",0,0,0,1,0,0
"8. Khăn lanh 10 5,000 50;000.",0,0,0,1,0,0
"Tổng Tiền: 165,220,000.",0,0,0,0,1,0
"Vat (10%): 16,522,000",0,0,0,0,1,0
"Trả thực : 181,742,000",0,0,0,0,1,0
THỦ NGÂN: mo. NV. BAN:,0,1,0,0,0,0
LAN HÌNG STATIONERY SDMN BEID,1,0,0,0,0,0
"NO.32 & 33, JALAN SR 1:9. SEKSYEN 9,",0,1,0,0,0,0
"43300 SER] KEMBANGAN, SELANGOR",0,1,0,0,0,0
GST ID : 002139201536,0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
27/03/2018 No :CS:20243 _,0,1,0,0,0,0
Qty Tax RM,0,0,1,0,0,0
E/Castall 187087-75 'Tack-k 2 SR 12.00,0,0,0,1,0,0
75a- White (new) (@ 5.6600,0,0,0,1,0,0
"Total Amt Incl. GST @ 6""% : 1200",0,0,0,0,1,0
Rounding Adjustment:,0,0,0,0,1,0
'Total Amt Payable : 12.00,0,0,0,0,1,0
Paid Amount 20.00,0,0,0,0,1,0
Change: 8.00,0,0,0,0,1,0
Total Qty Tender :,0,0,0,0,1,0
‘GST Summary Amount Tax ,0,0,0,0,1,0
SR @ A  11.32  068:,0,0,0,0,1,0
Total  11.32  0.68 :,0,0,0,0,1,0
THANK YOU,0,0,0,0,0,1
"For any enquiry, please contact us:",0,0,0,0,0,1
THE OPERA,1,0,0,0,0,0
Sá 1 Trưng Yên 3 - Ngõ 67 Nguyễm,0,1,0,0,0,0
Khang - Cều Giây - HN,0,1,0,0,0,0
0982 434 830,0,1,0,0,0,0
HÓA ĐƠN THANH TOAN,0,1,0,0,0,0
SóHĐ 0002,0,1,0,0,0,0
Ngày: 30/05/2017 Giờ 10:26:13,0,1,0,0,0,0
TakeAway,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
TÊN HÀNG SL ĐG T.TIÊN,0,0,1,0,0,0
THỨC UỎNG,0,0,1,0,0,0
"Trà sữa Khoai 1 23,000",0,0,0,1,0,0
|->Trân châu 1 5.000,0,0,0,1,0,0
đen,0,0,0,1,0,0
|->Thạch rau 1 5.000,0,0,0,1,0,0
câu,0,0,0,1,0,0
"Tra xanh tao-L 1 28,000",0,0,0,1,0,0
Trà dưa lưới-L 1 28000,0,0,0,1,0,0
"T.CONG 89,000",0,0,0,0,1,0
"TIEN MAT 89,000",0,0,0,0,1,0
Tám mươi chín ngàn đẳng. /.,0,0,0,0,1,0
XIN CAM ON - HEN GAP LAI,0,0,0,0,0,1
BILL HOA DO'N KHO 8CM,0,1,0,0,0,0
MR.BOOM,1,0,0,0,0,0
Đ/C: KĐT Sinh Thái Cao Cáp,0,1,0,0,0,0
Đan Phượng - Hà Nội -,0,1,0,0,0,0
09144622222 -,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
HĐ: 0003,0,1,0,0,0,0
Ngày: 20/04/2018 Giờ: 16:05:09,0,1,0,0,0,0
BANS 12,0,1,0,0,0,0
TÊN HÀNG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
Thúc ăn,0,0,0,1,0,0
"2. Cảnh gà chiên 1 34,000 34,000",0,0,0,1,0,0
giòn cav -,0,0,0,1,0,0
"18. Xúc xÍehchiên 1 15,000 15,000",0,0,0,1,0,0
"18.Khoaitiylắ€c 1 17.000 17,000",0,0,0,1,0,0
"Comboi 1 79/000 79,000",0,0,0,1,0,0
Đùi gà giòn cay,0,0,0,1,0,0
Cánh gà giòn,0,0,0,1,0,0
Khoai tây chiên,0,0,0,1,0,0
l->Cocacola,0,0,0,1,0,0
"Combo2 1 75,000 75,000",0,0,0,1,0,0
|->Gà quay gidy,0,0,0,1,0,0
bac,0,0,0,1,0,0
Khoail tây chiên.,0,0,0,1,0,0
Cocacola,0,0,0,1,0,0
"T.CONG 12 220,000",0,0,0,0,1,0
"GIAM % HB (-5%) -11,000",0,0,0,0,1,0
"Tiên mặt 209,000",0,0,0,0,1,0
"Khách đưa 800,00",0,0,0,0,1,0
"Trả lại 291,000",0,0,0,0,1,0
CÀM ƠN QUY KHÁCH,0,0,0,0,0,1
HEN GAP LAI!,0,0,0,0,0,1
BIDA,1,0,0,0,0,0
Bida Phuong Hoang,1,0,0,0,0,0
Thanh Phố Mới - BÌnh Dương,0,1,0,0,0,0
ĐT: 0902 869 579 - 0902 869 579,0,1,0,0,0,0
HOA DON TÍNH TIEN BẢN BIDALÖ 2,0,1,0,0,0,0
Giờ bắt đầu: 41:23:27 13/04/2015,0,1,0,0,0,0
Giờ kết thúc: 11:36:36 13/04/2015,0,1,0,0,0,0
Thời gian: 0 giờ 13 phút,0,1,0,0,0,0
Tên SL Giá Téng,0,0,1,0,0,0
Bla Heniken 2 x 20.000 40.000,0,0,0,1,0,0
Thuốc lá 4l: 4 25.000 25.000.,0,0,0,1,0,0
Sling ex: 16.000 15.000,0,0,0,1,0,0
Đậu 3 x 15.000 45.000,0,0,0,1,0,0
“Tổng dịch vụ: 125.000,0,0,0,0,1,0
Tổng tiền giờ: 11.000,0,0,0,0,1,0
Tổng hóa đơn: 136.000,0,0,0,0,1,0
Tiên niở 50 000 đ/nlờ,0,1,0,0,0,0
* MA HE) 1122271042015.,0,1,0,0,0,0
Xin cim on va hen gặp lại quý khác],0,0,0,0,0,1
Công Ty Công Nghệ Tin Học Mũi -,1,0,0,0,0,0
WWW mtv.org.vn,0,1,0,0,0,0
"Số 7 Nam Quốc Cang, Quận 1,",0,1,0,0,0,0
TP. Hỗ ChfíMinh,0,1,0,0,0,0
8.0 36100311.0,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
Số CT: admin 151104 085639,0,1,0,0,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
Khách hàng: Khách lẻ,0,1,0,0,0,0
Điên thoai:,0,1,0,0,0,0
Nhãn viên: Administrator,0,1,0,0,0,0
SL ĐGiá CK TTién,0,0,1,0,0,0
Lẫu thái,0,0,0,1,0,0
"4,00 130.000 0 130.000",0,0,0,1,0,0
Cánh gà nướng,0,0,0,1,0,0
"1,00 60.000 0 60.000",0,0,0,1,0,0
Bè xào củ hành,0,0,0,1,0,0
"1,00 65.000 0 65.000",0,0,0,1,0,0
Heo rừng nướng ngũ vị,0,0,0,1,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
Càng ghe rang mudi,0,0,0,1,0,0
"1,00 65.000 0 65.000",0,0,0,1,0,0
Mi xảo bò,0,0,0,1,0,0
"1,00 50.000 0 50.000",0,0,0,1,0,0
Tổng cộng 435.000,0,0,0,0,1,0
Thuế GTGT 0% 0,0,0,0,0,1,0
PappaRich BMC,1,0,0,0,0,0
NO.19 & 21,0,1,0,0,0,0
JALAN TEMENGGUNG 23/9.,0,1,0,0,0,0
BANDAR MAHKOTA CHERAS,0,1,0,0,0,0
"43200 SELANGDR DARUL EHSAN, MALAYSIA",0,1,0,0,0,0
TAX INVOICE,0,1,0,0,0,0
GST 1D:000164270080,0,1,0,0,0,0
| 2 COUNTER 2003 sai ful,0,1,0,0,0,0
Chk 276703 Guest |,0,1,0,0,0,0
29 Jun 18 06:01:34 PM,0,1,0,0,0,0
TBL35 / |,0,1,0,0,0,0
N22 SPRG NDL+sutcr E 9.34 §,0,0,0,1,0,0
R02 N’ LMK+cco+st E 20.88 §,0,0,0,1,0,0
D27 MILD (ï) E 5.19 §,0,0,0,1,0,0
031 MOCHA (IT) E 7.45 §,0,0,0,1,0,0
"CASH 58,80",0,0,0,0,1,0
42.64,0,0,0,0,1,0
Subtotal 42.64,0,0,0,0,1,0
10% Srv Chg 4.25,0,0,0,0,1,0
Total: 468.88,0,0,0,0,1,0
RND ADJ 0.01,0,0,0,0,1,0
TTL ATF RND 46.90,0,0,0,0,1,0
Payment 56.90,0,0,0,0,1,0
Change Due 10.00,0,0,0,0,1,0
---2003 CLOSED 29 Jun 18 06:25:04 PM-~-,0,1,0,0,0,0
THANK YOU! PLEASE COME AGAIN!,0,0,0,0,0,1
§=§ST 80%: 46.90 0.00,0,0,0,1,0,0
Z=GST @0%: 0.00 0.00,0,0,0,0,1,0
G COFFEE,1,0,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
BÀN,0,1,0,0,0,0
CAFE DEN TO 18.000 18000,0,0,0,1,0,0
""".ncỔ 25) zZUUU d4:",0,1,0,0,0,0
"ZFamawisncoan. 2D. 280G7- 20,006",0,0,0,0,1,0
HA.,0,1,0,0,0,0
Mocha ‹Jc<Eitnidl TU: eo  23LL5Í,0,1,0,0,0,0
-CRfEUceiriglce 20 30000 52001:,0,0,0,0,1,0
":TONG CONG : 150: 404,000",0,0,0,0,1,0
TIEN MAT 404:000:,0,0,0,0,1,0
‘Ban tania boningan dong.,0,0,0,0,1,0
"“SỞ 'TIÊN THÔI LAI 86,000",0,0,0,0,1,0
XIN GÀM 'ØN- HEN BÀP. LAIL,0,0,0,0,0,1
| 17 Te muỗi Hà BLL} sso so =a sn,0,1,0,0,0,0
Crea er a hin,0,0,0,0,1,0
"| 25] GIAM GIAS% ED ——} “6,144,000,",0,0,0,0,1,0
"136,886,800",0,1,0,0,0,0
(ie hha don ch mm. IT nam 2016,0,1,0,0,0,0
(Ot hia Aon chưa bao dầm th. 4 <>.,0,0,0,1,0,0
Công Ty Công Nghệ TinHoc Mai | |,1,0,0,0,0,0
"Sô 7 Nam Quôc Cang, Quận 1,",0,1,0,0,0,0
TP. H6 ChiMinh,0,1,0,0,0,0
056100311,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
S6CT: — admin 151104 0856393,0,1,0,0,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
'Điện thoại:,0,1,0,0,0,0
Nhân viên: Administrator,0,1,0,0,0,0
SL ĐGiá CK TTiền,0,0,1,0,0,0
Lầu thái,0,0,0,1,0,0
"41,00 130.000 0 130000",0,0,0,1,0,0
Cánh gà nướng,0,0,0,1,0,0
"1,00 60,000 0 60.000",0,0,0,0,1,0
Bồ xào củ hành,0,0,0,1,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
Heo rừng nướng ngữ vị,0,0,0,1,0,0
"41,00 65000 09 6535000",0,0,0,1,0,0
Càng ghẹ rang muối,0,0,0,1,0,0
100.0 65.0 0.0 65.0,0,0,0,1,0,0
Mì xảo bò.,0,0,0,1,0,0
"1,00 50000 0 50.000",0,0,0,1,0,0
Tổng cộng 435.000,0,0,0,0,1,0
