sentence,brand_name,info,index,content,total,thank_you
MR O.1.¥. (JGHGR) SDN BHD,0,0,0,1,0,0
Trần Bạch Đằng: Tp. Đà Nẵng,0,1,0,0,0,0
Í131A- Bá»hxègsze 1 79003 0 79.0001,0,0,0,1,0,0
(Cang ghe rang mudi,0,0,0,1,0,0
Ngày: 06/04/2018 Giờ: 18:25:23,0,1,0,0,0,0
Ttem Count:,0,0,0,0,1,0
ROUNIDNG ADJUSTMENT RM 0.02,0,0,0,0,1,0
"18. Xúc xÍehchiên 1 15,000 15,000",0,0,0,1,0,0
"3618 Tran Phủ, Kon Tum",0,1,0,0,0,0
Bồ xào củ hành,0,0,0,1,0,0
"T.CONG 34 1,118,000",0,0,0,0,1,0
124 PhS cuốn tâm. 1 88603 0 4.000),0,0,0,1,0,0
EZ10HD05 - 24,0,0,0,1,0,0
Tel: 012.222.55.005,0,1,0,0,0,0
Hotline: 0127.883.6789,0,1,0,0,0,0
"95,000",0,0,0,0,1,0
l Freeh mocals rats,0,0,0,1,0,0
"HU TIEU 1 40,000",0,0,0,1,0,0
"Rem Bluate 100,000 1 100,000",0,0,0,1,0,0
Ngày 17/11/18 Số: 111800005,0,1,0,0,0,0
12-01-18 21:13 SH01 7K08 T4 R000027830,0,0,0,0,1,0
CHANGE NX Y RM 18.10,0,1,0,0,0,0
"TIÊN MẠT 675,000",0,0,0,0,1,0
"Tiền hàng: 95,000",0,0,0,0,1,0
"43300 SERI KEMBANGAN, SELANGOR",0,1,0,0,0,0
"TràXanh-L 1 45000 45,000",0,0,0,1,0,0
69358 18350846 1X 3.88 3.88,0,0,0,1,0,0
WAXED WINDSHILED CLEANER 120ML,0,0,0,1,0,0
_ T00 50000 0 50.000,0,0,0,1,0,0
Mì xảo bò.,0,0,0,1,0,0
"CAM ON, XIN GAP LAI!",0,0,0,0,0,1
Thué GTGT 0%,0,0,0,0,1,0
"Tràôlong 1 30,000",0,0,0,1,0,0
Tên menu Đơn giá SL Tiền,0,0,1,0,0,0
18:40 - 1840 27/0217. INTAMTÍNH,0,1,0,0,0,0
Tol :03-3362 4395 Fax:03-3362 4305,0,1,0,0,0,0
HD: 0002,0,1,0,0,0,0
Khách hàng:,0,1,0,0,0,0
8970669 _ 1X 19.00 19.00,0,0,0,1,0,0
CA chim -,0,0,0,1,0,0
QUY DOI Usn,0,0,0,0,1,0
1 Tra Kiwi,0,0,0,1,0,0
0168.966.6486,0,1,0,0,0,0
":EBDNG : JJ5IO 44,000",0,0,0,1,0,0
38 Xuân Thủy - Phưởng Thảo Điển - Quận 2,0,1,0,0,0,0
"SO TIEN THO! LAI 1,880",0,0,0,0,1,0
|->Cánh gà giòn,0,0,0,1,0,0
"Cam đn (Quý khách. Hen gap (gi, (",0,0,0,0,0,1
Ngày: 18/06/2017 Giờ: 13:40:24,0,1,0,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
Thu ngân: AdtntttHator 17/07/2018 09:02,0,1,0,0,0,0
Cám ơn quý khách,0,0,0,0,0,1
"272 HÀ HUY TẬP - TP, HÀ TĨNH",0,1,0,0,0,0
Ngày 05/1/2018 Giờ 18:36:36,0,1,0,0,0,0
INVOICE-,0,1,0,0,0,0
Thức uống,0,0,1,0,0,0
Cam an Quy khách. 1e! gap aif,0,0,0,0,0,1
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0,1,0,0,0,0
XIN CAM ON - HEN GAP Lar,0,0,0,0,0,1
BANK ACC MBB 5626 4732 1744,0,1,0,0,0,0
Cám ơn Quý Khách. Hẹn gặp lại,0,0,0,0,0,1
TÊN HÀNG SL Đ.GIÁ T.TIỀN,0,0,1,0,0,0
Bill Start: 20/12/2017 07:10:38 py,0,1,0,0,0,0
Ngày 17/11/18 Số: 111800005,0,1,0,0,0,0
_Hàng khuyến mãi ˆ,0,0,0,0,1,0
SÓ TIỀN KHÁCH ĐƯA,0,0,0,0,1,0
"Thank You, Please cone agains",0,0,0,0,0,1
Trà bạc hà* lcốc 95.000 1 95.000,0,0,0,1,0,0
HOA DON BAN HANG,0,1,0,0,0,0
21/07/17 11:57:39 AM:,0,1,0,0,0,0
