sentence,brand_name,info,index,content,total,thank_you
TÊN HÀNG Sl Đơn Giá ,0,0,1,0,0,0
Món hàng Sl ĐGía T.TIỀN ,0,0,1,0,0,0
ĐỒ ĂN sl Đ.Giá Thành Tiền ,0,0,1,0,0,0
SL TÊN Sl Đ.Giá ,0,0,1,0,0,0
Mặt hàng SL Đ.Giá T.Tiền ,0,0,1,0,0,0
 MÓN HÀNg Sl Đ.Giá ,0,0,1,0,0,0
Mặt hàng SL Đơn Giá ,0,0,1,0,0,0
Sl TÊN Sl DGia T.TIỀN ,0,0,1,0,0,0
Sl Tên hàng Sl Đơn Giá Thành Tiền ,0,0,1,0,0,0
Sl HÀNG Sl Đơn Giá ,0,0,1,0,0,0
SL  MÓN HÀNg SL DGia ,0,0,1,0,0,0
Mặt hàng SL DGia T.TIỀN ,0,0,1,0,0,0
Mặt hàng sl Đơn Giá T.Tiền ,0,0,1,0,0,0
Sl  MÓN HÀNg sl ĐGía ,0,0,1,0,0,0
THỨC UỐNG sl Đơn Giá T.Tiền ,0,0,1,0,0,0
Tên hàng Sl Đơn Giá T.Tiền ,0,0,1,0,0,0
SL TÊN sl DGia Thành Tiền ,0,0,1,0,0,0
Sl TÊN sl Đ.Giá T.TIỀN ,0,0,1,0,0,0
SL Mặt hàng Sl DGia Thành Tiền ,0,0,1,0,0,0
TÊN SL DGia T.Tiền ,0,0,1,0,0,0
sl ĐỒ ĂN SL Đơn Giá ,0,0,1,0,0,0
SL  MÓN HÀNg sl ĐGía ,0,0,1,0,0,0
THỨC UỐNG SL Đ.Giá Thành Tiền ,0,0,1,0,0,0
sl Mặt hàng Sl DGia Thành Tiền ,0,0,1,0,0,0
SL THỨC UỐNG Sl DGia ,0,0,1,0,0,0
Sl  MÓN HÀNg sl Đ.Giá T.Tiền ,0,0,1,0,0,0
SL Món hàng sl DGia ,0,0,1,0,0,0
Sl TÊN SL ĐGía ,0,0,1,0,0,0
HÀNG sl DGia Thành Tiền ,0,0,1,0,0,0
Sl  MÓN HÀNg SL Đ.Giá Thành Tiền ,0,0,1,0,0,0
Sl THỨC UỐNG sl DGia ,0,0,1,0,0,0
sl ĐỒ ĂN SL DGia ,0,0,1,0,0,0
sl Mặt hàng Sl ĐGía ,0,0,1,0,0,0
HÀNG Sl ĐGía Thành Tiền ,0,0,1,0,0,0
sl HÀNG sl Đ.Giá ,0,0,1,0,0,0
TÊN HÀNG Sl Đơn Giá ,0,0,1,0,0,0
sl Mặt hàng sl DGia T.Tiền ,0,0,1,0,0,0
SL TÊN HÀNG sl ĐGía ,0,0,1,0,0,0
Sl Tên hàng SL DGia Thành Tiền ,0,0,1,0,0,0
Sl TÊN SL ĐGía ,0,0,1,0,0,0
HÀNG Sl ĐGía ,0,0,1,0,0,0
THỨC UỐNG SL Đ.Giá T.TIỀN ,0,0,1,0,0,0
SL Món hàng SL ĐGía T.TIỀN ,0,0,1,0,0,0
sl ĐỒ ĂN sl ĐGía ,0,0,1,0,0,0
sl THỨC UỐNG SL Đơn Giá Thành Tiền ,0,0,1,0,0,0
Sl  MÓN HÀNg sl Đ.Giá ,0,0,1,0,0,0
THỨC UỐNG SL Đ.Giá ,0,0,1,0,0,0
TÊN HÀNG sl Đơn Giá ,0,0,1,0,0,0
SL THỨC UỐNG sl Đ.Giá T.TIỀN ,0,0,1,0,0,0
Tên hàng SL Đ.Giá T.TIỀN ,0,0,1,0,0,0
ĐỒ ĂN sl DGia T.TIỀN ,0,0,1,0,0,0
 MÓN HÀNg SL DGia ,0,0,1,0,0,0
TÊN HÀNG SL Đ.Giá T.Tiền ,0,0,1,0,0,0
HÀNG SL Đơn Giá ,0,0,1,0,0,0
SL HÀNG sl DGia ,0,0,1,0,0,0
sl TÊN SL DGia ,0,0,1,0,0,0
SL THỨC UỐNG Sl DGia ,0,0,1,0,0,0
Sl TÊN SL DGia ,0,0,1,0,0,0
ĐỒ ĂN sl ĐGía ,0,0,1,0,0,0
HÀNG SL ĐGía ,0,0,1,0,0,0
SL THỨC UỐNG sl Đ.Giá ,0,0,1,0,0,0
SL THỨC UỐNG Sl ĐGía T.Tiền ,0,0,1,0,0,0
Sl TÊN HÀNG SL ĐGía T.Tiền ,0,0,1,0,0,0
sl Món hàng Sl ĐGía Thành Tiền ,0,0,1,0,0,0
Sl TÊN HÀNG Sl Đơn Giá ,0,0,1,0,0,0
Sl TÊN Sl DGia ,0,0,1,0,0,0
Món hàng SL ĐGía ,0,0,1,0,0,0
TÊN Sl Đ.Giá T.Tiền ,0,0,1,0,0,0
Sl Món hàng Sl DGia ,0,0,1,0,0,0
Món hàng SL DGia ,0,0,1,0,0,0
SL THỨC UỐNG sl DGia Thành Tiền ,0,0,1,0,0,0
sl  MÓN HÀNg sl DGia ,0,0,1,0,0,0
TÊN HÀNG sl Đơn Giá T.Tiền ,0,0,1,0,0,0
sl Tên hàng sl DGia ,0,0,1,0,0,0
HÀNG Sl Đ.Giá ,0,0,1,0,0,0
sl TÊN HÀNG Sl Đ.Giá ,0,0,1,0,0,0
Sl  MÓN HÀNg sl Đ.Giá Thành Tiền ,0,0,1,0,0,0
SL Tên hàng sl Đơn Giá T.Tiền ,0,0,1,0,0,0
TÊN HÀNG sl ĐGía ,0,0,1,0,0,0
TÊN Sl Đ.Giá Thành Tiền ,0,0,1,0,0,0
sl TÊN Sl Đ.Giá T.TIỀN ,0,0,1,0,0,0
CAM ƠN QUÝ KHÁCH .HEN GAP LAI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .HEN GAP LAI ,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
Thank you .HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .,0,0,0,0,0,1
Cam on .,0,0,0,0,0,1
CAM ON .HEN GAP LAI ,0,0,0,0,0,1
Hẹn gặp lại ,0,0,0,0,0,1
Cam on .HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ON .,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .,0,0,0,0,0,1
Cám ơn quý khách .,0,0,0,0,0,1
Thank you .HEN GAP LAI ,0,0,0,0,0,1
Cam on .HẸN GẶP LẠI ,0,0,0,0,0,1
Cám ơn quý khách .HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ON .,0,0,0,0,0,1
Thank you .,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .HẸN GẶP LẠI ,0,0,0,0,0,1
Cam on .HEN GAP LAI ,0,0,0,0,0,1
HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .Hẹn gặp lại ,0,0,0,0,0,1
Cam on .Hẹn gặp lại ,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
Thank you .,0,0,0,0,0,1
Cám ơn quý khách .,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .HẸN GẶP LẠI ,0,0,0,0,0,1
Thank you .,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
CAM ON .HẸN GẶP LẠI ,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
Cám ơn quý khách .HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .HEN GAP LAI ,0,0,0,0,0,1
Hẹn gặp lại ,0,0,0,0,0,1
Cám ơn quý khách .Hẹn gặp lại ,0,0,0,0,0,1
CAM ON .HẸN GẶP LẠI ,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
Cám ơn quý khách .HEN GAP LAI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .HEN GAP LAI ,0,0,0,0,0,1
Cảm Ơn Quý khách : Hen Gap Lal!,0,0,0,0,0,1
Cam on .HẸN GẶP LẠI ,0,0,0,0,0,1
Cam on .,0,0,0,0,0,1
Thank you .,0,0,0,0,0,1
Cam on .HẸN GẶP LẠI ,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .,0,0,0,0,0,1
CAM ƠN QUÝ KHÁCH .,0,0,0,0,0,1
HEN GAP LAI ,0,0,0,0,0,1
Hẹn gặp lại ,0,0,0,0,0,1
Cám ơn quý khách .,0,0,0,0,0,1
Ngày: 14/012018 Giờ: 17:25:30,0,1,0,0,0,0
Khang - Cều Giây - HN,0,1,0,0,0,0
Cảm Ơn Quý khách : Hen Gap Lal!,0,0,0,0,0,1
Cảm Ơn Quý khách : Hen Gap Lai!,0,0,0,0,0,1
Cảm Ơn Quý khách : Hẹn Gap Lal!,0,0,0,0,0,1
Service Charge : RM 0.00,0,0,0,0,1,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
Giảm 10%: 10.000,0,0,0,0,1,0
TP. H6 ChiMinh,0,1,0,0,0,0
"GIẢM % MÓN =7,500",0,0,0,0,1,0
Heo rừng nướng ngữ vị,0,0,0,1,0,0
TÊNHÀNG SL ĐÐĐG T.TIÊN,0,0,1,0,0,0
INVOICE-,0,1,0,0,0,0
"Nước dứa ép 2 45/000 80,000",0,0,0,1,0,0
TIEN MAT 404:000:,0,0,0,0,1,0
PLEASE COME AGAIN !,0,0,0,0,0,1
09144622222 -,0,1,0,0,0,0
Số 25 Nguyễn Khánh Toàn - Câu Giây:,0,1,0,0,0,0
Đ/C: KĐT Sinh Thái Cao Cáp,0,1,0,0,0,0
BAN #,0,1,0,0,0,0
69358 18350846 1X 3.88 3.88,0,0,0,1,0,0
Hóa đơn,0,1,0,0,0,0
"Hàn 20 25000 500,000",0,0,0,1,0,0
"Sô 7 Nam Quôc Cang, Quận 1,",0,1,0,0,0,0
"44 Dao Duy Tu, Hoan Kiem, Ha Noi Viet nam",0,1,0,0,0,0
XIN GẶP LẠI!,0,0,0,0,0,1
Thái Học - TX.Nghĩa Lộ -,0,1,0,0,0,0
"Tiger. Cc 8 16,000 428;000",0,0,0,1,0,0
"Sáu trăm bảy mươi lăm ngàn đồng,/.",0,0,0,0,1,0
F5 MILK TEA-COFFEE-,1,0,0,0,0,0
HĐ: 0006,0,1,0,0,0,0
955691900116 — RE MODELLING CLAY KIDDY FISH,0,0,0,1,0,0
093.66.66.886,0,1,0,0,0,0
"2¬ Ms bó la! cải | 80,000. 160,000",0,0,0,1,0,0
"|>Puddlngtiủng 1 5,000 5,000",0,0,0,1,0,0
"680,000",0,0,0,0,1,0
Pasewifi: 12345679,0,1,0,0,0,0
Lầu thái,0,0,0,1,0,0
| (Tra Kiwi),0,0,0,1,0,0
Khách hàng:,0,1,0,0,0,0
_ T00 50000 0 50.000,0,0,0,1,0,0
KIN CAM O'N - HEN GAP Lali,0,0,0,0,1,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Trả sữa trà xanh. 1 19,000 19,000",0,0,0,1,0,0
"TIEN MAT 89,000",0,0,0,0,1,0
"Phác 020 trâu 1 5,000",0,0,0,1,0,0
HE03-7 - 15,0,0,0,1,0,0
"600,000 4,800,000",0,0,0,1,0,0
19/01/2014 8:49:59CH,0,1,0,0,0,0
Pudding đậu dẻ 1 32000 31000,0,0,0,1,0,0
]|->Đùi gà giòn cay,0,0,0,1,0,0
Yên bái,0,1,0,0,0,0
CHICKEN,1,0,0,0,0,0
"220,000",0,0,0,1,0,0
Tổng cộng 435.000,0,0,0,0,1,0
"Xúc xích | 2| cái 15,000 - 30,000|",0,0,0,1,0,0
"18,010",0,0,0,0,1,0
Mặt hàng |SL |ĐVT |Giá |TTiền,0,0,1,0,0,0
"Tiên thanh toán: 35,000",0,0,0,0,1,0
"GIAM MON. -1,750.",0,0,0,0,1,0
100.0 65.0 0.0 65.0,0,0,0,1,0,0
Tên món SL ĐGiá T.Tiền,0,0,0,1,0,0
HOTLINE: 0984.087.24(¢,0,1,0,0,0,0
CHANGE NX Y RM 18.10,0,0,0,0,1,0
GST/TAX 6A  — : RM 4.13,0,0,0,0,1,0
"41,00 65000 09 6535000",0,0,0,1,0,0
B0PP TAPE 48MM+100MH CLEAR,0,0,0,1,0,0
272 HÀ HUY TẬP - TP. HÀ TĨNH.,0,1,0,0,0,0
Lầu thái,0,0,0,1,0,0
CASH BILL.,0,1,0,0,0,0
9066468 = 1X 8.02 8.02,0,0,0,1,0,0
Que Cho Que Restaurant,1,0,0,0,0,0
"Bia Tiger 3 40,000 0 120,000",0,0,0,1,0,0
Bồ xào củ hành,0,0,0,1,0,0
TY GIA,0,0,0,0,1,0
"LOT 1851-A & 1851-B, JALAN KPB 6,",0,1,0,0,0,0
Date : 25/12/2018 8:13:39 PH,0,1,0,0,0,0
HÓA ĐƠN THANH TOAN,0,1,0,0,0,0
WAXED WINDSHILED CLEANER 120ML,0,0,0,1,0,0
Rounding Adjustment: 0.00,0,0,0,0,1,0
TAKE AWAY,0,1,0,0,0,0
XIN CAM ON - HEN GAP LAI,0,0,0,0,0,1
EXCHANGEABLE,0,0,0,0,0,1
CẢM ƠN QUY KHAcH,0,0,0,0,0,1
"Eee Tuoi Nad 1 70.003 70,000",0,0,0,1,0,0
"Giấc mơ hồng 1 45,000 45,000",0,0,0,1,0,0
LPC  #*# 9.00) 000 9.00,0,0,0,1,0,0
2017-12-28 22.1 Fay:,0,1,0,0,0,0
"Tiên thanh toán: 35,000",0,0,0,0,1,0
"""5 JOINT 2DBTN. 2BÐGGQ. SR",0,1,0,0,0,0
"Bo dằm 10 50,000 500,000",0,0,0,1,0,0
SL ĐGi CK_ TTiền,0,0,1,0,0,0
"jMụ'c cơm 4 800,000 2,000,000",0,0,0,1,0,0
Tám mươi chín ngàn đẳng. /.,0,0,0,0,1,0
|->Thạch rau 1 5.000,0,0,0,1,0,0
"97,000",0,0,0,0,1,0
chua,0,0,0,1,0,0
TAX INVOICE,0,1,0,0,0,0
Mặt hàng |ISL |ĐVT |Giá |T tiên,0,0,1,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
CHOPPING BOARD 35.5x25.5CM 803MH,0,0,0,1,0,0
Tên hàng — SL Đongiá Thành tiền.,0,0,1,0,0,0
"Khách đưa 200,000",0,0,0,0,1,0
"TRA LAI 50,000",0,0,0,0,1,0
"Ký ức ngọt ngào 1 45,000 45,000",0,0,0,1,0,0
"Tổng công: 6,103,000",0,0,0,0,1,0
TÊNHÀNSG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
0971.1989.604,0,1,0,0,0,0
B0PP TAPE 48MM+100MH CLEAR,0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN:,0,1,0,0,0,0
"37,000",0,0,0,0,1,0
"Frequilasunce 1 80,000 60,000",0,0,0,1,0,0
540.000đ,0,0,0,0,1,0
Giảm 10%: 10.000,0,0,0,0,1,0
'Điện thoại:,0,1,0,0,0,0
Ngày: 3005/2017 Giờ 102613,0,1,0,0,0,0
"Trà hương vị sữa. 1 35,000 35,000",0,0,0,1,0,0
HOA DON TAM TINH,0,1,0,0,0,0
"480,000",0,0,0,0,1,0
1 Sữa tươi 1 cốc 100.000 1 100:000,0,0,0,1,0,0
Trà dưa lưới-L 1 28000,0,0,0,1,0,0
"Bóng nước hồ tay 1 45,000 45,000",0,0,0,1,0,0
Matcha - Ad,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
BTENVENUE A L'ESSENTIEL,0,1,0,0,0,0
THÚC UỎNG,0,0,1,0,0,0
QUAN AN THIEN TÂN |,1,0,0,0,0,0
Com suan 4.0,0,0,0,1,0,0
CAFE BIEN GO,1,0,0,0,0,0
"Khách đưa: 100,000",0,0,0,0,1,0
"Trà Sữa Tương Đạu 1 60,000 60,000",0,0,0,1,0,0
GIAM% MON 5% .snn,0,0,0,0,1,0
XIN CÁM ƠN HẸN GẶP LẠI,0,0,0,0,0,1
MOTA CAFE,1,0,0,0,0,0
"Trả Sữa Tươi 1 70000 70,000",0,0,0,1,0,0
‘Gold Kiwi,0,0,0,1,0,0
Que Cho Que Restaurant,1,0,0,0,0,0
HOA DON BAN HANG,0,1,0,0,0,0
HOA DO'N BAN HANG,0,1,0,0,0,0
"Bia Draught Halds 1 30,000 0 30,000",0,0,0,1,0,0
"ý Tiên mặt. ~ 1,243,925",0,0,0,0,1,0
Đan Phượng - Hà Nội -,0,1,0,0,0,0
"GIAM % MON 5 % -7,500",0,0,0,0,1,0
In Luc 17:17,0,1,0,0,0,0
"Gà rán sốt xì dầu 1.0 260,000 260,000",0,0,0,1,0,0
Tên món SL ĐGiá T.Tiền,0,0,1,0,0,0
cay,0,0,0,1,0,0
Closed Bill: 20/12/2017 07:10:51 PM,0,1,0,0,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
"Bla haineken 3 30,000 80,000",0,0,0,1,0,0
"Hạt hướng dương 2 15,000 30,000",0,0,0,1,0,0
Prawns & pov,0,0,0,1,0,0
**“** BẠN SAO HOA DON **,0,0,0,0,0,1
TÊN HÀNG SL ĐGIÁ T.TIEN,0,0,1,0,0,0
Address,0,1,0,0,0,0
Hé,0,1,0,0,0,0
"Thăng long. 1 25000 25,000",0,0,0,1,0,0
Date : 25/12/2018 8:13:39 PH,0,1,0,0,0,0
GST Summary Âmount(RM) - TaxRM),0,0,0,0,1,0
TH 3/83 UNI ( 0.17)=RM 3.83,0,0,0,1,0,0
ary Ri RM,0,0,1,0,0,0
904.0 926.0 577.0,0,1,0,0,0,0
"Trúng chiến 6 60,000 300/000",0,0,0,1,0,0
Tiền hàng,0,0,0,0,1,0
IBANK ACC AMBANK 888 100 123 3706,0,1,0,0,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
ary Ri RM,0,0,1,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
"Trà Sữa Tươi Đậu 1 70,000 70,003",0,0,0,1,0,0
"1 Salad 150,000 1 150,000",0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
"|->Thạch 2Q + 6000 5,000",0,0,0,1,0,0
TÊN ÊN HÀNG SL  ĐGIÁ TTIỀN,0,0,1,0,0,0
BANS 12,0,1,0,0,0,0
HOA DON BAN HANG,0,1,0,0,0,0
"TIEN MAT, 198,200",0,0,0,0,1,0
540000,0,0,0,0,1,0
Com suong 10 18000 780000,0,0,0,1,0,0
"2 MI X GION N 80, 000",0,0,0,1,0,0
"Canh chủamnghêu. 3 460,000 450,000",0,0,0,1,0,0
CAFE LIEN,1,0,0,0,0,0
B4n tram tam mirot ngan dang?,0,0,0,0,1,0
|->Khoai tây chiên,0,0,0,1,0,0
DT: 9407863-8259956,0,1,0,0,0,0
Tel: 012.222.55.005,0,1,0,0,0,0
{Green Tea | 1! 35.000! 35.0001,0,0,0,1,0,0
Total: 9.00,0,0,0,0,1,0
woe chỉn mươi tám ngàn hai trăm.,0,0,0,0,1,0
"21,000",0,0,0,0,1,0
"Hạt Thủy Tiên vị Sung 10,000",0,0,0,1,0,0
F5 MILK TEA-COFFEE-,1,0,0,0,0,0
Y@30. BK 7W WW LED TRACK LIGHf aN,0,0,0,1,0,0
"181,000",0,0,0,0,1,0
911586768.0,0,1,0,0,0,0
"Magarla  - 1 80,000 40,000",0,0,0,1,0,0
CAFE PON THUY 2,1,0,0,0,0,0
"Tra khách; 65,000",0,0,0,0,1,0
"Trả lại 291,000",0,0,0,0,1,0
18:40 - 1840 27/0217. INTAMTÍNH,0,1,0,0,0,0
môn-M,0,0,0,1,0,0
"Số 10 Khúc Hạo, Ba Đình, Hà Nội",0,1,0,0,0,0
"| Trà sữa Vy | 1| 30,000| 30,000",0,0,0,1,0,0
Thuế 0% = 0 VNĐ,0,0,0,0,1,0
Khách hàng,0,1,0,0,0,0
"41,00 65000 09 6535000",0,0,0,1,0,0
that dẻ,0,0,0,1,0,0
"T.CONG 12 220,000",0,0,0,0,1,0
"Tien dich vu 36,000",0,0,0,1,0,0
NAMU TEA,1,0,0,0,0,0
Thúc ăn,0,0,0,1,0,0
Station: CASHIER,0,1,0,0,0,0
I->Khoail tây chiên.,0,0,0,1,0,0
"Tiên mặt 209,000",0,0,0,0,1,0
Trà sữa,0,0,0,1,0,0
SL ĐGi CK_ TTiền,0,0,1,0,0,0
WA14-3A - 48,0,0,0,1,0,0
"Pudding đạu dẻ 1 32000 310,000",0,0,0,1,0,0
"121 - Phở cuốn tôm 1 99,000 0 99,000",0,0,0,1,0,0
Tiên hàng: 95.000,0,0,0,1,0,0
5,0,0,0,1,0,0
Item(s) : 4 0ty(s) : 4,0,0,0,0,1,0
TÊN HÀNG. SL ĐGIÁ T.TIEN,0,0,1,0,0,0
|->Gà quay gidy,0,0,0,1,0,0
Số HĐ: 17070002,0,1,0,0,0,0
"T.CONG 5.0 676,000",0,0,0,0,1,0
"T,GỌNG: 38 1,398,000",0,0,0,0,1,0
CHOPPING BOARD 35.5x25.5CM 803MH,0,0,0,1,0,0
"81100 JOHOR BAHRU,",0,1,0,0,0,0
9066468 = 1X 8.02 8.02,0,0,0,1,0,0
Tel: D8 66 84 1111- 0967041111,0,1,0,0,0,0
"2. Rib steak 380000 1 380,000",0,0,0,1,0,0
0,0,1,0,0,0,0
"| Bia Tiger 3. #3003 0 420,000]",0,0,0,1,0,0
1 Ca phe đá  1 cốc 100.000 100.000,0,0,0,1,0,0
I->Cocacola,0,0,0,1,0,0
"Đĩahoaquàtt 4 420,000 120,000",0,0,0,1,0,0
JOHOR.,0,1,0,0,0,0
KHÁCH HÀNG,0,0,0,0,0,1
HĐ: 0003,0,1,0,0,0,0
"Khách đưa 100,000.",0,0,0,0,1,0
HEN GAP LAI!,0,0,0,0,0,1
BÀN 02,0,1,0,0,0,0
Tên hàng SL THành Tiền,0,0,1,0,0,0
CHANGE  /a 00,0,0,0,0,1,0
Khách hàng:,0,1,0,0,0,0
2018-05-05 19:01,0,1,0,0,0,0
Tổng cộng 435.000,0,0,0,1,0,0
Prowct Qty U.Price BST,0,0,1,0,0,0
Sub Total,0,0,0,0,1,0
CODE/DESC PRICE — Disc ABlOUEI,0,0,1,0,0,0
BANK ACC MBB 5128. 4851. 2118,0,1,0,0,0,0
"SUON CHIEN KDO 65, 0U",0,0,0,1,0,0
Khách đưa,0,0,0,0,1,0
"MI GION X CHAY 37,000",0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN:,0,1,0,0,0,0
STT Thực Đơn ĐVT Đơn giá SL Thành Tiền,0,0,1,0,0,0
HOA DON THANH TOÁN,0,1,0,0,0,0
"Sinh tốt chanh tuyết 2 45,000 90,000",0,0,0,1,0,0
“Vinntaba 1 Chai 90.000 1 90.000,0,0,0,1,0,0
** BAN SAO HOA BON ****,0,1,0,0,0,0
“Giờ vào: 17:17 Giờra: 17:17,0,1,0,0,0,0
Thủ ngân: QUẢNLY,0,0,0,0,0,1
WA14-3A - 48,0,0,0,1,0,0
HOA ĐƠN THANH TOÁN.,0,1,0,0,0,0
"Tổng: —_ 300,000",0,0,0,0,1,0
Nhân viên: Administrator,0,1,0,0,0,0
Giảm gìá; - 0%,0,0,0,0,1,0
47/49 TON DAN F13 Q4 TPHCM,0,1,0,0,0,0
"Goods Sold are not refundable, returnable",0,0,0,0,0,1
"Trả lại 42,000",0,0,0,0,1,0
"Green Tea | 1| 35,000| 35,000",0,0,0,1,0,0
"Lắc xoáy 5 40,000 200,000",0,0,0,1,0,0
CÀM ƠN QUY KHÁCH,0,0,0,0,0,1
Ban:,0,1,0,0,0,0
Trả lại 103.000,0,0,0,0,1,0
Tra Sữa tươi Ngũ 1 80000 80000,0,0,0,1,0,0
"3618 Tran Phủ, Kon Tum",0,1,0,0,0,0
"KHÁCH ĐƯA 350,000.",0,0,0,0,1,0
F7-04 - 36,0,0,0,1,0,0
"2. Cảnh gà chiên 1 34,000 34,000",0,0,0,1,0,0
"Trà xanh 5 30,000 150,000",0,0,0,1,0,0
Cam on Quy Khach. Hen gap lai,0,0,0,0,0,1
Tong Cong 711.000,0,0,0,0,1,0
câu,0,0,0,1,0,0
100.0 60000.0 0.0 60.0,0,0,0,0,1,0
DAIE — : 12/28/2017 1:17:32 PR,0,1,0,0,0,0
"2 PEFSI 16,000",0,0,0,1,0,0
"Tien 414,000",0,0,0,0,1,0
"Sô 7 Nam Quôc Cang, Quận 1,",0,1,0,0,0,0
uv,0,0,0,1,0,0
"Cám ơn quý khách, Hẹn Gặp lại",0,0,0,0,0,1
ĐC: Số 10 Ngõ 78 Lò Đúc - Hai Bà Trưng -,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
THỨC UỎNG,0,0,1,0,0,0
THE OPERA,1,0,0,0,0,0
đen,0,0,0,1,0,0
‘CHANGE: RM ˆ 0.00,0,0,0,0,1,0
ĐT: 0163.897.2711 - 0865.571.195,0,1,0,0,0,0
1 Ca phe nâu  1 cốc 100.000 100.000,0,0,0,1,0,0
"THANH TOÁN: 328,000 VNB",0,0,0,0,1,0
Cashier * MANTIS,0,1,0,0,0,0
87 Trích Sài - Tây Hồ - Hà Nội,0,1,0,0,0,0
4629719,0,1,0,0,0,0
Member:,0,1,0,0,0,0
"Nước áp cả rốt+ cà 1.0 60,000 50,000",0,0,0,1,0,0
"HỎNG TRÀ - 1 27,000",0,0,0,1,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
"""Thu ngần: Administrator",0,1,0,0,0,0
0905 933 159 - 0976 941 404,0,1,0,0,0,0
LIKE CAFE,1,0,0,0,0,0
"}ÈPudding.... 1 5,000.",0,0,0,1,0,0
Jÿ1l3đường 1  g,0,0,0,1,0,0
ARENT OT,0,0,0,0,0,1
"Total : 9,00",0,0,0,0,1,0
HOA DON,0,1,0,0,0,0
HEN GAP LAI!,0,0,0,0,0,1
"GIAM % HB (-5%) -11,000",0,0,0,0,1,0
MOTA CAFE,1,0,0,0,0,0
"Tra xanh tao-L 1 28,000",0,0,0,1,0,0
(Cang ghe rang mudi,0,0,0,1,0,0
"Rồng há mềm 4 32,000. 128,000",0,0,0,1,0,0
"Trả khách: 65,000",0,0,0,1,0,0
100.0 60000.0 0.0 60.0,0,0,0,1,0,0
Thu naan: Thử Ngẩn:,0,0,0,0,0,1
955691900116 — RE MODELLING CLAY KIDDY FISH,0,0,0,1,0,0
CÁM ƠN QUÝ KHÁCH,0,0,0,0,0,1
Ngoài trời Mã HD ,0,1,0,0,0,0
"200,000",0,0,0,0,1,0
Hoàn Kiếm - HN,0,1,0,0,0,0
TÊN HÀNG SL GIÁ TIỀN,0,0,1,0,0,0
Trà Sữa Tươi 1 80000 60.000,0,0,0,1,0,0
 STT| MẶT HÀNG | SL | GIÁ | T TIỀN,0,0,1,0,0,0
T.CÔNG,0,0,0,0,1,0
Total Itens =  I.00 -,0,0,0,0,1,0
|->Trân châu 1 5.000,0,0,0,1,0,0
"TRẢ LẠI 26,000",0,0,0,0,1,0
"Longleiani + 60,000 80,000",0,0,0,1,0,0
BẢN 02,0,1,0,0,0,0
"Hạ Thủy Tiueen Vị Sung 55,000",0,0,0,1,0,0
"""Trả lại 70,000",0,0,0,0,1,0
"TRA THIET 4 30,000",0,0,0,1,0,0
"| GIAMITIEN HB) -10,000.",0,0,0,0,1,0
"Ati ""... 12:88:31, PM",0,1,0,0,0,0
"Cơm cuộncángừ 1.0 60,000 60,000",0,0,0,1,0,0
1; 30.000; 30.000.,0,0,0,1,0,0
"150,000 460,000",0,0,0,1,0,0
CAFE KHOA,1,0,0,0,0,0
"GIAM% MON 5% -1,750.",0,0,0,0,1,0
HE03-7 - 15,0,0,0,1,0,0
"Gà rán sắt tỏi 4.0 260,000 260,000",0,0,0,1,0,0
Ngày: 20/04/2018 Giờ: 16:05:09,0,1,0,0,0,0
AIR PRESSURE SPRAYER §X-575-1 1.5L.,0,0,0,1,0,0
Thu na&n: Administrator 1n lúc: 14:48,0,1,0,0,0,0
