sentence,brand_name,info,index,content,total,thank_you
Sá 1 Trưng Yên 3 - Ngõ 67 Nguyễm,0,1,0,0,0,0
HANDMADE,1,0,0,0,0,0
"-, Hà Nôi",0,1,0,0,0,0
Rounded Total (RM): 9.00,0,0,0,0,1,0
"2 BUN SING 42,000",0,0,0,1,0,0
TCONG,0,0,0,0,1,0
Com trang 8 30/000 {80:00,0,0,0,1,0,0
"KHÁCH ĐUA. 00,000",0,0,0,0,1,0
Tên hàng SL Đơn giá Thành tiền,0,0,1,0,0,0
"¡rong nho. 2_ 180,000 300,000",0,0,0,1,0,0
"T.CONG 4,0",0,0,0,0,1,0
CƠ SỞ CHÍNH - QUẦY 1,0,0,0,0,0,1
SR @ 6% - 68. 87 4.13,0,0,0,0,1,0
STRICTLY NO CASH REFUND.,0,0,0,0,0,1
‘Tran Hung Bao - TT.Nam Sách - T.Hai Dương.,0,0,0,0,1,0
Cam ơn Quy khach: Hen gap lai,0,0,0,0,0,1
Xin cảm ơn quý khách và hẹn gặp lại,0,0,0,0,0,1
Hằng Trà -L 1 45000 458001,0,0,0,1,0,0
"| Cafe nau duong | 2| ly| 25,000| 50,000",0,0,0,1,0,0
"""Tang: 85.000",0,0,0,0,1,0
EXCHANGE ARE ALLOWED WITHIN,0,0,0,0,0,1
Thank You. Com Again,0,0,0,0,0,1
Naay: 02/05/2019. 50; 02020001,0,1,0,0,0,0
GIAM % MON,0,0,0,0,1,0
"Nước ngọt 3. 1B;000) 45,000),",0,0,0,1,0,0
THÚC ĂN,0,0,1,0,0,0
"TAM TINH 1,110,500",0,0,0,0,1,0
Ngày: 28/09/2018 Số: 091800001,0,1,0,0,0,0
_Giờ vào: 17:17 Giờ ra: 17:17:,0,1,0,0,0,0
Hà Nội,0,1,0,0,0,0
"Trả lại 289,075",0,0,0,0,1,0
RH 33.02 UNI (  3.96)=RM 66.04,0,0,0,1,0,0
Cash — 10.00,0,0,0,0,1,0
"|->Thachtréicay 1 5,000  S,000",0,0,0,1,0,0
Ngày: 26/01⁄2018 Giờ: 114019,0,1,0,0,0,0
MẺCI,0,0,0,0,0,1
"Tiàhươngv 1 30/000 30,000.",0,0,0,1,0,0
Göi súa.,0,0,0,1,0,0
Thu ngân: Người quản tị,0,1,0,0,0,0
¡ Mặt hàng! SL| Giá !T tiền,0,0,1,0,0,0
"ThỊfräm mặn 6 120/000 720,00:",0,0,0,1,0,0
"Cafe nau da|2 | 1 ly | 25,000",0,0,0,1,0,0
TEN HANG SL Đ GIÁ T.TIỀN,0,0,1,0,0,0
Nba Hang MUGI po,0,1,0,0,0,0
"T.GỘNG 6 58,000",0,0,0,0,1,0
"Tổng tiền: 328,000 VNĐ",0,0,0,0,1,0
| Trà sữa vị,0,0,0,1,0,0
"SỐ TIỀN THỐI LẠI 86,000",0,0,0,0,1,0
"|->Thạchtráicây 1 5000 £5,000",0,0,0,1,0,0
0994 0s7 2m +,0,1,0,0,0,0
CAPHEREN 10 13000 13/000,0,0,0,1,0,0
"CAPHESUADA 10 18,000 18000.",0,0,0,1,0,0
"Tiền mặt 97,000",0,0,0,0,1,0
bảy chú lùn,0,0,0,1,0,0
"Trà sữa khoaimôn 1 19,000 19,000",0,0,0,1,0,0
"Thanh toán); 6,103:008",0,0,0,0,1,0
"Tổng: 130,000",0,0,0,0,1,0
"Tien Ban 735,000",0,0,0,0,1,0
"Tien khong thue 735,000",0,0,0,0,1,0
"DU BH | 2 ail! 7000) 40,000,",0,0,0,1,0,0
Thu ngân: Administrator,0,1,0,0,0,0
HÒA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Niềm hy vọng xanh 1 45,000 45,000",0,0,0,1,0,0
BẢN: DINE IN,0,0,0,0,0,1
(Giá trên:chừa:Baø:gỏmi 9%ÌH18)),0,0,0,0,1,0
Í phúc bồn tử |  l| 30-000. 30.000,0,0,0,1,0,0
VAT,0,0,0,0,1,0
"Nâng bạchtuyếtvà 1 45,000 45,000",0,0,0,1,0,0
"Barsalou 12.5c] 95,000. 1 395,000",0,0,0,1,0,0
ROUNDING ADJUSTMENT RM 0.02,0,0,0,0,1,0
MR O.1.¥. (JGHGR) SDN BHD,0,0,0,1,0,0
Trần Bạch Đằng: Tp. Đà Nẵng,0,1,0,0,0,0
Í131A- Bá»hxègsze 1 79003 0 79.0001,0,0,0,1,0,0
Ngày: 06/04/2018 Giờ: 18:25:23,0,1,0,0,0,0
Ttem Count:,0,0,0,0,1,0
ROUNIDNG ADJUSTMENT RM 0.02,0,0,0,0,1,0
"T.CONG 34 1,118,000",0,0,0,0,1,0
124 PhS cuốn tâm. 1 88603 0 4.000),0,0,0,1,0,0
"95,000",0,0,0,0,1,0
l Freeh mocals rats,0,0,0,1,0,0
"HU TIEU 1 40,000",0,0,0,1,0,0
"Rem Bluate 100,000 1 100,000",0,0,0,1,0,0
"Tiền hàng: 95,000",0,0,0,0,1,0
"TràXanh-L 1 45000 45,000",0,0,0,1,0,0
"CAM ON, XIN GAP LAI!",0,0,0,0,0,1
"Tràôlong 1 30,000",0,0,0,1,0,0
Tên menu Đơn giá SL Tiền,0,0,1,0,0,0
Tol :03-3362 4395 Fax:03-3362 4305,0,1,0,0,0,0
HD: 0002,0,1,0,0,0,0
8970669 _ 1X 19.00 19.00,0,0,0,1,0,0
CA chim -,0,0,0,1,0,0
QUY DOI Usn,0,0,0,0,1,0
1 Tra Kiwi,0,0,0,1,0,0
0168.966.6486,0,1,0,0,0,0
":EBDNG : JJ5IO 44,000",0,0,0,1,0,0
38 Xuân Thủy - Phưởng Thảo Điển - Quận 2,0,1,0,0,0,0
"SO TIEN THO! LAI 1,880",0,0,0,0,1,0
|->Cánh gà giòn,0,0,0,1,0,0
"Cam đn (Quý khách. Hen gap (gi, (",0,0,0,0,0,1
Cám ơn quý khách,0,0,0,0,0,1
"272 HÀ HUY TẬP - TP, HÀ TĨNH",0,1,0,0,0,0
Ngày 05/1/2018 Giờ 18:36:36,0,1,0,0,0,0
Thức uống,0,0,1,0,0,0
Cam an Quy khách. 1e! gap aif,0,0,0,0,0,1
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0,1,0,0,0,0
XIN CAM ON - HEN GAP Lar,0,0,0,0,0,1
BANK ACC MBB 5626 4732 1744,0,1,0,0,0,0
Cám ơn Quý Khách. Hẹn gặp lại,0,0,0,0,0,1
TÊN HÀNG SL Đ.GIÁ T.TIỀN,0,0,1,0,0,0
Bill Start: 20/12/2017 07:10:38 py,0,1,0,0,0,0
_Hàng khuyến mãi ˆ,0,0,0,0,1,0
SÓ TIỀN KHÁCH ĐƯA,0,0,0,0,1,0
"Thank You, Please cone agains",0,0,0,0,0,1
Trà bạc hà* lcốc 95.000 1 95.000,0,0,0,1,0,0
21/07/17 11:57:39 AM:,0,1,0,0,0,0
TÊN HÀNG Sl Đơn Giá ,0,0,1,0,0,0
Món hàng Sl ĐGía T.TIỀN ,0,0,1,0,0,0
ĐỒ ĂN sl Đ.Giá Thành Tiền ,0,0,1,0,0,0
SL TÊN Sl Đ.Giá ,0,0,1,0,0,0
Mặt hàng SL Đ.Giá T.Tiền ,0,0,1,0,0,0
 MÓN HÀNg Sl Đ.Giá ,0,0,1,0,0,0
Mặt hàng SL Đơn Giá ,0,0,1,0,0,0
Sl TÊN Sl DGia T.TIỀN ,0,0,1,0,0,0
Sl Tên hàng Sl Đơn Giá Thành Tiền ,0,0,1,0,0,0
Sl HÀNG Sl Đơn Giá ,0,0,1,0,0,0
SL  MÓN HÀNg SL DGia ,0,0,1,0,0,0
Mặt hàng SL DGia T.TIỀN ,0,0,1,0,0,0
Mặt hàng sl Đơn Giá T.Tiền ,0,0,1,0,0,0
Sl  MÓN HÀNg sl ĐGía ,0,0,1,0,0,0
THỨC UỐNG sl Đơn Giá T.Tiền ,0,0,1,0,0,0
Tên hàng Sl Đơn Giá T.Tiền ,0,0,1,0,0,0
SL TÊN sl DGia Thành Tiền ,0,0,1,0,0,0
Sl TÊN sl Đ.Giá T.TIỀN ,0,0,1,0,0,0
SL Mặt hàng Sl DGia Thành Tiền ,0,0,1,0,0,0
TÊN SL DGia T.Tiền ,0,0,1,0,0,0
sl ĐỒ ĂN SL Đơn Giá ,0,0,1,0,0,0
SL  MÓN HÀNg sl ĐGía ,0,0,1,0,0,0
THỨC UỐNG SL Đ.Giá Thành Tiền ,0,0,1,0,0,0
sl Mặt hàng Sl DGia Thành Tiền ,0,0,1,0,0,0
SL THỨC UỐNG Sl DGia ,0,0,1,0,0,0
Quán Cà Phê 71,1,0,0,0,0,0
Quán Cà Phê 37,1,0,0,0,0,0
Quán Cà Phê Amimi,1,0,0,0,0,0
Quán Cà Phê An Nam,1,0,0,0,0,0
Rok Coffee And Leather,1,0,0,0,0,0
Sau Luong Coffee Shop,1,0,0,0,0,0
Sinh Vien Coffee Shop,1,0,0,0,0,0
Skycoffee,1,0,0,0,0,0
Son Fashion Shop & Wifi Book Cafe,1,0,0,0,0,0
Tiệm Cà Phê 32 Phan Châu Trinh,1,0,0,0,0,0
Tiệm Cà Phê Tấn Toàn,1,0,0,0,0,0
Tinh Tra Coffee Shop,1,0,0,0,0,0
Ngọc Vân ,1,0,0,0,0,0
Phì Lũ ,1,0,0,0,0,0
3T: 0902018996,0,1,0,0,0,0
3T: 0902096,0,1,0,0,0,0
CIRCLE K VIETNAM,1,0,0,0,0,0
"12 Ha Huy Tap, Dist7, HCiul__.",0,1,0,0,0,0
KK WM WX REPRINT << * <<,0,1,0,0,0,0
Receipt No: 159 020190810 0532,0,1,0,0,0,0
"Bate: Aug 10,2019 05:58PM",0,1,0,0,0,0
Pashier: 1385-Lam Cai Khanh,0,1,0,0,0,0
"1 O'STAR POPCHIP Kimcht 900#]PK 23,000",0,0,0,1,0,0
"| Item(s) {VAT included} 23,000",0,0,0,1,0,0
"CASH - 23,000",0,0,0,0,1,0
CHANGE 0o,0,0,0,0,1,0
