sentence,x,y,w,l,area_percent,date,receipt_no,total,title,address,brand_name
HOA DON,0.3666666666666665,0.282633371169126,0.5,0.048808172531214535,0.024404086265607264,0,0,0,0,0,0
Số CT: PBH15060002-Ngày: 30/06/2015,0.0,0.3337116912599319,1.1333333333333333,0.04540295119182747,0.051456678017404466,0,0,0,0,0,0
Nhân viên: admin,0.0,0.3779795686719637,0.5333333333333333,0.03518728717366629,0.018766553159288688,0,0,0,0,0,0
Khách hàng: Anh Phí Lâm,0.0,0.4188422247446084,0.8333333333333334,0.03859250851305335,0.03216042376087778,0,0,0,0,0,0
“SL Dongia CK Thanhtien—,0.03333333333333333,0.4608399545970488,1.1666666666666667,0.039727582292849034,0.04634884600832388,0,0,0,0,0,0
Quan Jean Levis 201,0.0,0.5062429057888763,0.6,0.03291713961407492,0.01975028376844495,0,0,0,0,0,0
,0.2333333333333333,0.5482406356413166,1.0,0.03745743473325766,0.03745743473325766,0,0,0,0,0,0
ào Thun Nam cỏ tròn xanh sọc,0.0,0.5902383654937571,0.8,0.03632236095346197,0.02905788876276958,0,0,0,0,0,0
,0.2333333333333333,0.6311010215664018,1.0,0.03632236095346197,0.03632236095346197,0,0,0,0,0,0
46 khoacnam the thao Messi,0.0,0.6719636776390465,0.7666666666666667,0.0340522133938706,0.0261066969353008,0,0,0,0,0,0
,0.2333333333333333,0.7128263337116912,1.0,0.039727582292849034,0.039727582292849034,0,0,0,0,0,0
Tổng thành tiền: 917.500 },0.13333333333333333,0.7945516458569807,1.13125,0.04199772985244042,0.04750993189557321,0,0,0,0,0,0
"Giảm gia 0,00%",0.13333333333333333,0.8376844494892168,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Tổng thanh toán 917.500,0.13333333333333333,0.8774120317820658,1.1,0.039727582292849034,0.04370034052213394,0,0,0,0,0,0
Xin cảm ơn quý khách,0.26666666666666666,0.9262202043132804,0.6666666666666666,0.03859250851305335,0.02572833900870224,0,0,0,0,0,0
Hen gặp lại,0.4,0.9648127128263336,0.3666666666666665,0.03632236095346197,0.013318199016269391,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Vàng,0.5333333333333333,0.04199772985244042,0.2,0.04653802497162315,0.009307604994324632,0,0,0,0,0,0
wwwW miv.orq.vn,0.3666666666666665,0.08967082860385925,0.5,0.0340522133938706,0.0170261066969353,0,0,0,0,0,0
"Dia chi: Số 7 Nam Quốc Cang, Quận 1,",0.0,0.11804767309875144,1.1333333333333333,0.048808172531214535,0.0553159288687098,0,0,0,0,0,0
TP HA Chi Minh,0.0,0.16004540295119182,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Điên thoai: (08) 36100311,0.0,0.2009080590238365,0.7666666666666667,0.03859250851305335,0.02958758986000757,0,0,0,0,0,0
HOA DON,0.3666666666666665,0.282633371169126,0.5,0.048808172531214535,0.024404086265607264,0,0,0,0,0,0
Số CT: PBH15060002-Ngày: 30/06/2015,0.0,0.3337116912599319,1.1333333333333333,0.04540295119182747,0.051456678017404466,0,0,0,0,0,0
Nhân viên: admin,0.0,0.3779795686719637,0.5333333333333333,0.03518728717366629,0.018766553159288688,0,0,0,0,0,0
Khách hàng: Anh Phí Lâm,0.0,0.4188422247446084,0.8333333333333334,0.03859250851305335,0.03216042376087778,0,0,0,0,0,0
“SL Dongia CK Thanhtien—,0.03333333333333333,0.4608399545970488,1.1666666666666667,0.039727582292849034,0.04634884600832388,0,0,0,0,0,0
Quan Jean Levis 201,0.0,0.5062429057888763,0.6,0.03291713961407492,0.01975028376844495,0,0,0,0,0,0
,0.2333333333333333,0.5482406356413166,1.0,0.03745743473325766,0.03745743473325766,0,0,0,0,0,0
ào Thun Nam cỏ tròn xanh sọc,0.0,0.5902383654937571,0.8,0.03632236095346197,0.02905788876276958,0,0,0,0,0,0
,0.2333333333333333,0.6311010215664018,1.0,0.03632236095346197,0.03632236095346197,0,0,0,0,0,0
46 khoacnam the thao Messi,0.0,0.6719636776390465,0.7666666666666667,0.0340522133938706,0.0261066969353008,0,0,0,0,0,0
,0.2333333333333333,0.7128263337116912,1.0,0.039727582292849034,0.039727582292849034,0,0,0,0,0,0
Tổng thành tiền: 917.500 },0.13333333333333333,0.7945516458569807,1.13125,0.04199772985244042,0.04750993189557321,0,0,0,0,0,0
"Giảm gia 0,00%",0.13333333333333333,0.8376844494892168,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Tổng thanh toán 917.500,0.13333333333333333,0.8774120317820658,1.1,0.039727582292849034,0.04370034052213394,0,0,0,0,0,0
Xin cảm ơn quý khách,0.26666666666666666,0.9262202043132804,0.6666666666666666,0.03859250851305335,0.02572833900870224,0,0,0,0,0,0
Hen gặp lại,0.4,0.9648127128263336,0.3666666666666665,0.03632236095346197,0.013318199016269391,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Vàng,0.5333333333333333,0.04199772985244042,0.2,0.04653802497162315,0.009307604994324632,0,0,0,0,0,0
wwwW miv.orq.vn,0.3666666666666665,0.08967082860385925,0.5,0.0340522133938706,0.0170261066969353,0,0,0,0,0,0
"Dia chi: Số 7 Nam Quốc Cang, Quận 1,",0.0,0.11804767309875144,1.1333333333333333,0.048808172531214535,0.0553159288687098,0,0,0,0,0,0
TP HA Chi Minh,0.0,0.16004540295119182,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Điên thoai: (08) 36100311,0.0,0.2009080590238365,0.7666666666666667,0.03859250851305335,0.02958758986000757,0,0,0,0,0,0
HOA DON,0.3666666666666665,0.282633371169126,0.5,0.048808172531214535,0.024404086265607264,0,0,0,0,0,0
Số CT: PBH15060002-Ngày: 30/06/2015,0.0,0.3337116912599319,1.1333333333333333,0.04540295119182747,0.051456678017404466,0,0,0,0,0,0
Nhân viên: admin,0.0,0.3779795686719637,0.5333333333333333,0.03518728717366629,0.018766553159288688,0,0,0,0,0,0
Khách hàng: Anh Phí Lâm,0.0,0.4188422247446084,0.8333333333333334,0.03859250851305335,0.03216042376087778,0,0,0,0,0,0
“SL Dongia CK Thanhtien—,0.03333333333333333,0.4608399545970488,1.1666666666666667,0.039727582292849034,0.04634884600832388,0,0,0,0,0,0
Quan Jean Levis 201,0.0,0.5062429057888763,0.6,0.03291713961407492,0.01975028376844495,0,0,0,0,0,0
,0.2333333333333333,0.5482406356413166,1.0,0.03745743473325766,0.03745743473325766,0,0,0,0,0,0
ào Thun Nam cỏ tròn xanh sọc,0.0,0.5902383654937571,0.8,0.03632236095346197,0.02905788876276958,0,0,0,0,0,0
,0.2333333333333333,0.6311010215664018,1.0,0.03632236095346197,0.03632236095346197,0,0,0,0,0,0
46 khoacnam the thao Messi,0.0,0.6719636776390465,0.7666666666666667,0.0340522133938706,0.0261066969353008,0,0,0,0,0,0
,0.2333333333333333,0.7128263337116912,1.0,0.039727582292849034,0.039727582292849034,0,0,0,0,0,0
Tổng thành tiền: 917.500 },0.13333333333333333,0.7945516458569807,1.13125,0.04199772985244042,0.04750993189557321,0,0,0,0,0,0
"Giảm gia 0,00%",0.13333333333333333,0.8376844494892168,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Tổng thanh toán 917.500,0.13333333333333333,0.8774120317820658,1.1,0.039727582292849034,0.04370034052213394,0,0,0,0,0,0
Xin cảm ơn quý khách,0.26666666666666666,0.9262202043132804,0.6666666666666666,0.03859250851305335,0.02572833900870224,0,0,0,0,0,0
Hen gặp lại,0.4,0.9648127128263336,0.3666666666666665,0.03632236095346197,0.013318199016269391,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Vàng,0.5333333333333333,0.04199772985244042,0.2,0.04653802497162315,0.009307604994324632,0,0,0,0,0,0
wwwW miv.orq.vn,0.3666666666666665,0.08967082860385925,0.5,0.0340522133938706,0.0170261066969353,0,0,0,0,0,0
"Dia chi: Số 7 Nam Quốc Cang, Quận 1,",0.0,0.11804767309875144,1.1333333333333333,0.048808172531214535,0.0553159288687098,0,0,0,0,0,0
TP HA Chi Minh,0.0,0.16004540295119182,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Điên thoai: (08) 36100311,0.0,0.2009080590238365,0.7666666666666667,0.03859250851305335,0.02958758986000757,0,0,0,0,0,0
HOA DON,0.3666666666666665,0.282633371169126,0.5,0.048808172531214535,0.024404086265607264,0,0,0,0,0,0
Số CT: PBH15060002-Ngày: 30/06/2015,0.0,0.3337116912599319,1.1333333333333333,0.04540295119182747,0.051456678017404466,0,0,0,0,0,0
Nhân viên: admin,0.0,0.3779795686719637,0.5333333333333333,0.03518728717366629,0.018766553159288688,0,0,0,0,0,0
Khách hàng: Anh Phí Lâm,0.0,0.4188422247446084,0.8333333333333334,0.03859250851305335,0.03216042376087778,0,0,0,0,0,0
“SL Dongia CK Thanhtien—,0.03333333333333333,0.4608399545970488,1.1666666666666667,0.039727582292849034,0.04634884600832388,0,0,0,0,0,0
Quan Jean Levis 201,0.0,0.5062429057888763,0.6,0.03291713961407492,0.01975028376844495,0,0,0,0,0,0
,0.2333333333333333,0.5482406356413166,1.0,0.03745743473325766,0.03745743473325766,0,0,0,0,0,0
ào Thun Nam cỏ tròn xanh sọc,0.0,0.5902383654937571,0.8,0.03632236095346197,0.02905788876276958,0,0,0,0,0,0
,0.2333333333333333,0.6311010215664018,1.0,0.03632236095346197,0.03632236095346197,0,0,0,0,0,0
46 khoacnam the thao Messi,0.0,0.6719636776390465,0.7666666666666667,0.0340522133938706,0.0261066969353008,0,0,0,0,0,0
,0.2333333333333333,0.7128263337116912,1.0,0.039727582292849034,0.039727582292849034,0,0,0,0,0,0
Tổng thành tiền: 917.500 },0.13333333333333333,0.7945516458569807,1.13125,0.04199772985244042,0.04750993189557321,0,0,0,0,0,0
"Giảm gia 0,00%",0.13333333333333333,0.8376844494892168,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Tổng thanh toán 917.500,0.13333333333333333,0.8774120317820658,1.1,0.039727582292849034,0.04370034052213394,0,0,0,0,0,0
Xin cảm ơn quý khách,0.26666666666666666,0.9262202043132804,0.6666666666666666,0.03859250851305335,0.02572833900870224,0,0,0,0,0,0
Hen gặp lại,0.4,0.9648127128263336,0.3666666666666665,0.03632236095346197,0.013318199016269391,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Vàng,0.5333333333333333,0.04199772985244042,0.2,0.04653802497162315,0.009307604994324632,0,0,0,0,0,0
wwwW miv.orq.vn,0.3666666666666665,0.08967082860385925,0.5,0.0340522133938706,0.0170261066969353,0,0,0,0,0,0
"Dia chi: Số 7 Nam Quốc Cang, Quận 1,",0.0,0.11804767309875144,1.1333333333333333,0.048808172531214535,0.0553159288687098,0,0,0,0,0,0
Công Ty Công Nghệ Tin Học Mũi lân -,0.06666666666666668,0.0011350737797956867,1.1,0.03859250851305335,0.04245175936435868,0,0,0,0,0,0
Vàng,0.5333333333333333,0.04199772985244042,0.2,0.04653802497162315,0.009307604994324632,0,0,0,0,0,0
wwwW miv.orq.vn,0.3666666666666665,0.08967082860385925,0.5,0.0340522133938706,0.0170261066969353,0,0,0,0,0,0
"Dia chi: Số 7 Nam Quốc Cang, Quận 1,",0.0,0.11804767309875144,1.1333333333333333,0.048808172531214535,0.0553159288687098,0,0,0,0,0,0
TP HA Chi Minh,0.0,0.16004540295119182,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Điên thoai: (08) 36100311,0.0,0.2009080590238365,0.7666666666666667,0.03859250851305335,0.02958758986000757,0,0,0,0,0,0
HOA DON,0.3666666666666665,0.282633371169126,0.5,0.048808172531214535,0.024404086265607264,0,0,0,0,0,0
Số CT: PBH15060002-Ngày: 30/06/2015,0.0,0.3337116912599319,1.1333333333333333,0.04540295119182747,0.051456678017404466,0,0,0,0,0,0
Nhân viên: admin,0.0,0.3779795686719637,0.5333333333333333,0.03518728717366629,0.018766553159288688,0,0,0,0,0,0
Khách hàng: Anh Phí Lâm,0.0,0.4188422247446084,0.8333333333333334,0.03859250851305335,0.03216042376087778,0,0,0,0,0,0
“SL Dongia CK Thanhtien—,0.03333333333333333,0.4608399545970488,1.1666666666666667,0.039727582292849034,0.04634884600832388,0,0,0,0,0,0
Quan Jean Levis 201,0.0,0.5062429057888763,0.6,0.03291713961407492,0.01975028376844495,0,0,0,0,0,0
,0.2333333333333333,0.5482406356413166,1.0,0.03745743473325766,0.03745743473325766,0,0,0,0,0,0
ào Thun Nam cỏ tròn xanh sọc,0.0,0.5902383654937571,0.8,0.03632236095346197,0.02905788876276958,0,0,0,0,0,0
,0.2333333333333333,0.6311010215664018,1.0,0.03632236095346197,0.03632236095346197,0,0,0,0,0,0
46 khoacnam the thao Messi,0.0,0.6719636776390465,0.7666666666666667,0.0340522133938706,0.0261066969353008,0,0,0,0,0,0
,0.2333333333333333,0.7128263337116912,1.0,0.039727582292849034,0.039727582292849034,0,0,0,0,0,0
Tổng thành tiền: 917.500 },0.13333333333333333,0.7945516458569807,1.13125,0.04199772985244042,0.04750993189557321,0,0,0,0,0,0
"Giảm gia 0,00%",0.13333333333333333,0.8376844494892168,0.4666666666666667,0.03518728717366629,0.016420734014377603,0,0,0,0,0,0
Tổng thanh toán 917.500,0.13333333333333333,0.8774120317820658,1.1,0.039727582292849034,0.04370034052213394,0,0,0,0,0,0
Xin cảm ơn quý khách,0.26666666666666666,0.9262202043132804,0.6666666666666666,0.03859250851305335,0.02572833900870224,0,0,0,0,0,0
Hen gặp lại,0.4,0.9648127128263336,0.3666666666666665,0.03632236095346197,0.013318199016269391,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
